session_id,user_type,entry_page,pages_viewed,time_on_site_sec,device_type,geo_region,referral_source,used_calculator,started_application,completed_application,bounced,dropoff_stage,loan_purpose,propensity_score,zip_code,credit_score,debt,income
session_667,Returning,Home,7,423,Tablet,South,Google,True,True,False,True,none,Refinance,0.65,70112,675,1474.0,79170.0
session_668,Returning,Learn,5,684,Mobile,West,Email,False,False,False,True,submit,Purchase,0.4,70112,761,1428.0,73720.0
session_669,New,Learn,8,287,Desktop,West,Direct,True,False,True,True,none,Refinance,0.83,29401,784,1522.0,81730.0
session_670,Returning,Learn,4,274,Desktop,Midwest,Email,True,True,False,True,start_app,Other,0.66,29401,728,2011.0,92321.0
session_671,New,Rates,6,179,Mobile,Midwest,Direct,False,True,True,True,submit,Refinance,0.35,73301,656,1405.0,37989.0
session_672,Returning,Home,4,653,Tablet,Northeast,Email,True,False,False,False,submit,Other,0.78,75201,799,1213.0,45765.0
session_673,Returning,Home,5,128,Desktop,Northeast,Other,False,False,False,True,review,Home Equity,0.3,29401,673,1359.0,69078.0
session_674,New,Learn,4,132,Desktop,Northeast,Facebook,False,False,True,False,calculator,Refinance,0.06,75201,683,1790.0,90178.0
session_675,New,Calculator,4,752,Desktop,Midwest,Google,False,True,True,False,submit,Refinance,0.17,30301,717,2206.0,79018.0
session_676,New,Learn,2,41,Desktop,Northeast,Facebook,True,True,False,False,calculator,Refinance,0.0,29401,777,1186.0,121953.0
session_677,Returning,Rates,6,255,Mobile,West,Direct,False,False,False,True,none,Other,0.83,32202,742,1549.0,47940.0
session_678,Returning,Learn,8,842,Tablet,Midwest,Direct,True,True,True,True,none,Home Equity,0.63,73301,720,1669.0,66216.0
session_679,New,Learn,5,471,Mobile,South,Other,False,True,False,False,submit,Purchase,0.57,30301,723,1004.0,123002.0
session_680,Returning,Home,9,177,Tablet,Midwest,Direct,False,True,True,False,review,Purchase,0.66,32202,702,1510.0,88278.0
session_681,New,Learn,5,208,Mobile,South,Email,True,True,True,True,none,Purchase,0.65,32202,727,767.0,107121.0
session_682,Returning,Contact,2,36,Mobile,South,Facebook,False,False,True,True,calculator,Other,0.57,32202,573,615.0,136281.0
session_683,Returning,Contact,4,181,Tablet,Midwest,Direct,True,True,True,True,submit,Purchase,0.84,75201,685,1683.0,67655.0
session_684,Returning,Calculator,5,864,Desktop,Northeast,Other,False,True,True,True,submit,Refinance,0.44,33601,712,1308.0,82517.0
session_685,New,Rates,1,611,Desktop,West,Google,True,False,True,True,review,Home Equity,0.8,30301,642,1601.0,78189.0
session_686,Returning,Rates,5,382,Mobile,Midwest,Facebook,True,False,False,False,submit,Home Equity,0.79,37201,719,1491.0,36135.0
session_687,New,Home,4,594,Mobile,Northeast,Other,False,False,True,True,start_app,Other,0.2,30301,689,1012.0,77240.0
session_688,New,Rates,6,703,Mobile,South,Other,False,False,False,False,calculator,Refinance,0.45,33601,787,1477.0,107027.0
session_689,New,Calculator,4,446,Desktop,South,Facebook,True,False,False,False,start_app,Purchase,0.83,30301,778,883.0,98515.0
session_690,New,Contact,3,634,Tablet,South,Other,False,True,True,False,start_app,Home Equity,0.83,70112,676,2195.0,100477.0
session_691,New,Home,5,692,Desktop,South,Google,True,True,True,False,calculator,Refinance,0.02,37201,692,822.0,75612.0
session_692,New,Contact,4,599,Mobile,Midwest,Google,False,True,False,True,submit,Refinance,0.22,33601,696,1402.0,68598.0
session_693,New,Calculator,10,225,Desktop,West,Direct,True,False,False,False,submit,Other,0.42,75201,677,979.0,116731.0
session_694,New,Home,3,354,Desktop,South,Email,True,False,True,False,start_app,Other,0.05,38103,709,1785.0,72567.0
session_695,New,Learn,4,511,Desktop,Northeast,Direct,False,True,False,True,calculator,Refinance,0.26,33601,662,1334.0,92352.0
session_696,Returning,Rates,4,237,Tablet,Northeast,Email,True,False,False,True,none,Other,0.26,73301,643,1241.0,89083.0
session_697,New,Calculator,4,332,Mobile,West,Facebook,True,False,True,False,calculator,Refinance,0.21,33601,731,1927.0,121543.0
session_698,Returning,Home,7,328,Desktop,West,Other,False,True,True,True,start_app,Other,0.4,70112,731,1515.0,109285.0
session_699,New,Contact,4,455,Desktop,West,Direct,False,True,False,True,calculator,Home Equity,0.81,38103,659,1758.0,52619.0
session_700,Returning,Home,5,91,Mobile,South,Other,True,True,False,True,calculator,Other,0.24,70112,744,1009.0,55311.0
session_701,Returning,Learn,5,224,Desktop,Midwest,Direct,False,False,True,True,none,Refinance,0.58,38103,668,798.0,99473.0
session_702,Returning,Calculator,4,596,Desktop,South,Direct,True,True,True,True,review,Home Equity,0.56,73301,712,1554.0,83392.0
session_703,Returning,Home,9,392,Desktop,South,Google,True,False,True,False,review,Refinance,0.82,75201,741,1341.0,73621.0
session_704,Returning,Calculator,7,590,Desktop,Northeast,Email,False,True,False,True,none,Refinance,0.39,70112,698,1813.0,110391.0
session_705,Returning,Calculator,3,647,Mobile,Midwest,Facebook,False,True,False,True,calculator,Other,0.22,70112,722,1460.0,89686.0
session_706,New,Contact,6,107,Desktop,Midwest,Other,False,True,True,True,start_app,Home Equity,0.89,32202,674,1603.0,86311.0
session_707,New,Rates,10,313,Tablet,Northeast,Direct,True,True,False,True,none,Refinance,0.83,38103,690,688.0,104496.0
session_708,New,Learn,10,86,Desktop,Northeast,Other,False,True,False,False,review,Purchase,0.62,29401,689,2444.0,75622.0
session_709,New,Home,2,710,Tablet,Northeast,Google,True,True,False,True,review,Other,0.09,38103,662,1418.0,124213.0
session_710,New,Rates,7,405,Mobile,West,Facebook,False,False,True,False,none,Home Equity,0.02,32202,691,1849.0,65299.0
session_711,New,Contact,4,405,Desktop,Midwest,Email,True,False,False,True,calculator,Home Equity,0.18,30301,622,1082.0,101423.0
session_712,Returning,Rates,7,748,Tablet,Northeast,Email,True,False,True,False,submit,Refinance,0.2,38103,675,1654.0,120846.0
session_713,New,Calculator,2,801,Tablet,Northeast,Direct,False,False,False,True,start_app,Home Equity,0.14,75201,685,849.0,50568.0
session_714,Returning,Calculator,5,817,Desktop,Northeast,Facebook,True,False,True,True,submit,Home Equity,0.26,32202,687,1726.0,76417.0
session_715,Returning,Learn,4,402,Desktop,South,Email,True,False,True,False,start_app,Purchase,0.34,30301,687,1322.0,113555.0
session_716,Returning,Home,3,886,Mobile,Midwest,Facebook,True,False,True,True,submit,Home Equity,0.75,37201,696,1515.0,113931.0
session_717,Returning,Home,5,704,Mobile,Midwest,Other,False,True,False,False,submit,Purchase,0.71,32202,723,1849.0,80713.0
session_718,Returning,Contact,3,273,Desktop,West,Google,True,True,True,True,start_app,Other,0.1,37201,743,884.0,66633.0
session_719,Returning,Learn,5,791,Mobile,South,Facebook,False,False,False,False,start_app,Other,0.98,70112,667,1158.0,108898.0
session_720,New,Home,5,850,Mobile,Midwest,Facebook,True,False,False,False,review,Other,0.75,32202,639,1729.0,114589.0
session_721,Returning,Calculator,4,68,Mobile,West,Email,True,True,False,True,calculator,Home Equity,0.16,73301,647,2549.0,55883.0
session_722,Returning,Learn,6,338,Mobile,West,Direct,False,False,False,False,calculator,Other,0.12,37201,675,1431.0,54902.0
session_723,New,Rates,4,662,Desktop,Northeast,Direct,True,False,False,True,review,Purchase,0.09,75201,682,1796.0,90631.0
session_724,New,Learn,4,115,Desktop,West,Other,True,True,True,False,submit,Home Equity,0.73,73301,661,1447.0,100734.0
session_725,New,Learn,5,128,Tablet,West,Email,True,True,True,True,start_app,Home Equity,0.24,33601,635,2471.0,77523.0
session_726,New,Home,5,403,Mobile,South,Email,False,False,False,False,none,Purchase,0.07,33601,677,626.0,101982.0
session_727,New,Contact,5,787,Desktop,Northeast,Google,False,False,True,False,submit,Purchase,0.42,30301,709,1547.0,67247.0
session_728,New,Contact,4,524,Tablet,Northeast,Direct,False,True,False,True,calculator,Purchase,0.71,70112,729,687.0,32133.0
session_729,New,Home,2,889,Mobile,Northeast,Email,True,True,True,False,start_app,Other,0.3,32202,672,300.0,74402.0
session_730,Returning,Home,5,237,Tablet,West,Other,False,False,False,True,review,Home Equity,0.48,29401,679,1649.0,86581.0
session_731,New,Home,4,654,Mobile,Northeast,Google,True,True,True,True,submit,Refinance,0.19,75201,653,1570.0,78104.0
session_732,Returning,Contact,7,112,Desktop,Midwest,Direct,True,False,False,True,none,Refinance,0.43,37201,698,1358.0,56035.0
session_733,New,Home,9,606,Tablet,South,Direct,True,False,False,True,submit,Home Equity,0.36,73301,657,1447.0,39609.0
session_734,New,Rates,4,30,Desktop,South,Direct,False,True,True,True,review,Home Equity,0.43,33601,728,3049.0,72148.0
session_735,Returning,Rates,8,466,Mobile,West,Google,False,True,False,True,none,Purchase,0.47,75201,610,1371.0,107441.0
session_736,New,Calculator,5,715,Mobile,Northeast,Other,False,False,True,True,submit,Other,0.09,29401,682,1755.0,116405.0
session_737,New,Rates,7,279,Mobile,South,Other,True,True,True,True,review,Purchase,0.09,32202,715,1175.0,114693.0
session_738,New,Learn,2,439,Tablet,West,Email,False,False,True,True,submit,Purchase,0.26,30301,709,1648.0,64602.0
session_739,New,Calculator,3,767,Tablet,West,Email,False,True,True,True,start_app,Refinance,0.12,29401,834,1381.0,56157.0
session_740,New,Rates,4,415,Tablet,South,Direct,True,True,False,True,submit,Other,0.25,75201,717,1295.0,97416.0
session_741,New,Learn,10,825,Desktop,Northeast,Facebook,False,False,False,False,review,Home Equity,0.02,29401,649,2409.0,100878.0
session_742,New,Rates,7,113,Tablet,Northeast,Email,False,False,False,True,calculator,Home Equity,0.35,75201,695,2089.0,95004.0
session_743,Returning,Learn,7,519,Mobile,Midwest,Other,False,False,False,True,review,Refinance,0.21,75201,611,1568.0,34648.0
session_744,New,Home,4,268,Desktop,Midwest,Direct,False,False,False,True,submit,Purchase,0.89,38103,695,348.0,63328.0
session_745,Returning,Learn,7,569,Mobile,Northeast,Other,False,True,True,False,start_app,Other,0.86,37201,658,1319.0,84258.0
session_746,Returning,Home,3,409,Mobile,Midwest,Direct,False,False,True,True,calculator,Purchase,0.3,33601,745,2852.0,97180.0
session_747,Returning,Learn,5,828,Tablet,Midwest,Google,True,True,False,True,review,Other,0.48,38103,672,1385.0,104183.0
session_748,Returning,Learn,4,420,Tablet,South,Email,True,False,False,True,calculator,Purchase,0.96,32202,694,2052.0,88606.0
session_749,Returning,Rates,2,357,Tablet,Northeast,Google,True,True,True,False,start_app,Other,0.52,38103,668,2221.0,93270.0
session_750,Returning,Learn,5,509,Mobile,South,Email,False,True,False,True,none,Purchase,0.85,70112,786,1609.0,87122.0
session_751,Returning,Rates,11,333,Desktop,South,Other,False,True,False,False,calculator,Refinance,0.83,70112,683,1079.0,102140.0
session_752,New,Learn,6,311,Tablet,West,Other,True,False,True,True,review,Other,0.94,33601,791,300.0,92822.0
session_753,New,Contact,10,724,Tablet,Northeast,Facebook,True,True,False,True,start_app,Purchase,0.31,29401,740,1842.0,86643.0
session_754,New,Calculator,6,374,Desktop,South,Other,False,False,True,False,review,Other,0.04,37201,724,1093.0,78291.0
session_755,Returning,Rates,9,164,Mobile,Midwest,Direct,False,False,True,False,start_app,Purchase,0.1,33601,718,1588.0,87032.0
session_756,New,Rates,5,497,Mobile,West,Facebook,False,True,True,False,review,Refinance,0.57,75201,719,875.0,97115.0
session_757,Returning,Home,3,390,Desktop,Midwest,Direct,False,False,False,True,start_app,Other,0.53,73301,603,1367.0,91687.0
session_758,Returning,Contact,6,598,Tablet,West,Facebook,False,True,False,False,submit,Purchase,0.3,37201,686,1517.0,94521.0
session_759,New,Home,6,144,Desktop,Midwest,Direct,False,True,False,False,review,Refinance,0.25,37201,742,1634.0,118568.0
session_760,Returning,Contact,3,215,Tablet,Midwest,Facebook,True,False,False,True,start_app,Purchase,0.71,75201,697,943.0,91629.0
session_761,Returning,Contact,4,507,Desktop,Midwest,Email,True,False,True,True,none,Home Equity,0.34,75201,629,2098.0,68775.0
session_762,New,Learn,7,30,Mobile,South,Email,False,False,False,True,start_app,Purchase,0.6,30301,697,1202.0,107090.0
session_763,Returning,Home,1,879,Mobile,Northeast,Facebook,True,True,False,False,none,Home Equity,0.71,33601,785,663.0,50845.0
session_764,New,Calculator,3,570,Mobile,West,Google,True,True,False,True,calculator,Refinance,0.43,75201,762,1445.0,57965.0
session_765,Returning,Contact,2,773,Mobile,South,Facebook,False,False,True,True,start_app,Purchase,0.19,70112,696,1517.0,93396.0
session_766,Returning,Contact,4,691,Desktop,West,Google,True,False,True,False,calculator,Other,0.86,32202,747,1580.0,97910.0
session_767,New,Rates,4,453,Desktop,South,Direct,False,True,True,True,calculator,Other,0.09,73301,681,2181.0,53874.0
session_768,New,Learn,7,731,Tablet,West,Facebook,False,False,True,True,submit,Other,0.83,33601,614,1382.0,75430.0
session_769,New,Calculator,8,299,Desktop,West,Google,True,False,False,False,start_app,Other,0.84,70112,653,1440.0,69848.0
session_770,Returning,Contact,3,789,Tablet,Midwest,Facebook,True,True,True,False,submit,Purchase,0.57,29401,778,948.0,72833.0
session_771,Returning,Rates,5,448,Desktop,West,Email,True,False,True,False,submit,Purchase,0.63,75201,686,1910.0,108590.0
session_772,New,Home,2,356,Desktop,West,Email,False,True,False,False,calculator,Home Equity,0.36,75201,687,1592.0,102663.0
session_773,New,Contact,5,224,Desktop,Midwest,Facebook,False,True,True,False,review,Purchase,0.84,37201,685,1290.0,84522.0
session_774,New,Rates,5,284,Desktop,South,Facebook,False,False,True,True,calculator,Refinance,0.26,70112,795,548.0,71351.0
session_775,Returning,Home,10,108,Mobile,South,Other,False,True,False,False,calculator,Other,0.56,37201,781,2222.0,51259.0
session_776,Returning,Learn,4,127,Desktop,Northeast,Email,True,False,True,False,none,Purchase,0.0,30301,810,886.0,120505.0
session_777,New,Home,4,179,Tablet,Northeast,Direct,True,True,False,True,review,Refinance,0.94,37201,692,1204.0,99803.0
session_778,New,Contact,5,815,Mobile,Northeast,Facebook,True,True,True,False,calculator,Home Equity,0.95,30301,714,1679.0,67333.0
session_779,New,Calculator,4,843,Desktop,Northeast,Other,False,False,False,False,review,Refinance,0.71,30301,624,902.0,102990.0
session_780,Returning,Home,4,879,Desktop,West,Facebook,False,True,False,True,none,Home Equity,0.42,75201,773,753.0,83244.0
session_781,New,Calculator,4,476,Tablet,West,Email,True,False,False,True,review,Other,0.18,29401,641,438.0,77822.0
session_782,New,Calculator,2,152,Mobile,Northeast,Google,False,True,True,True,start_app,Home Equity,0.49,37201,710,1860.0,95880.0
session_783,New,Home,4,639,Mobile,Midwest,Google,False,False,False,True,none,Home Equity,0.79,70112,645,1227.0,66463.0
session_784,Returning,Learn,5,705,Mobile,Northeast,Email,True,False,False,True,review,Refinance,0.61,30301,670,2964.0,76406.0
session_785,Returning,Home,6,587,Mobile,South,Direct,True,True,True,True,submit,Other,0.53,75201,658,1003.0,88037.0
session_786,New,Rates,6,388,Tablet,West,Other,False,True,False,False,review,Refinance,0.85,73301,669,1039.0,72514.0
session_787,Returning,Calculator,6,268,Desktop,Midwest,Facebook,False,False,False,True,none,Other,0.31,33601,673,1217.0,101727.0
session_788,New,Contact,5,771,Desktop,South,Facebook,True,True,False,True,submit,Refinance,0.86,29401,672,1622.0,131727.0
session_789,New,Calculator,6,834,Mobile,Midwest,Facebook,False,False,False,True,review,Purchase,0.44,38103,741,1265.0,66143.0
session_790,New,Contact,3,785,Tablet,Midwest,Other,True,False,True,True,review,Refinance,0.0,73301,644,1806.0,43372.0
session_791,New,Rates,7,559,Desktop,Northeast,Other,True,True,False,False,none,Home Equity,0.73,33601,711,1011.0,34956.0
session_792,Returning,Rates,5,712,Mobile,South,Email,True,False,False,True,submit,Refinance,0.88,73301,760,809.0,81238.0
session_793,New,Rates,4,698,Mobile,Northeast,Other,False,False,False,False,submit,Home Equity,0.48,37201,674,601.0,68421.0
session_794,New,Home,4,233,Tablet,South,Facebook,True,True,True,False,review,Refinance,0.45,30301,664,388.0,90197.0
session_795,Returning,Calculator,8,687,Tablet,West,Facebook,True,False,True,True,start_app,Refinance,0.81,29401,688,1241.0,88315.0
session_796,New,Contact,4,172,Tablet,South,Other,True,False,False,False,none,Home Equity,0.88,32202,758,1350.0,44920.0
session_797,Returning,Rates,4,216,Mobile,West,Other,True,False,False,True,none,Other,0.97,30301,709,1184.0,39628.0
session_798,New,Rates,3,517,Tablet,West,Email,False,True,True,False,calculator,Refinance,0.35,32202,673,2122.0,92398.0
session_799,New,Contact,6,151,Mobile,Northeast,Google,True,True,False,False,submit,Purchase,0.59,33601,724,2114.0,88386.0
session_800,New,Calculator,3,379,Desktop,West,Other,True,True,True,False,submit,Purchase,0.82,75201,644,1333.0,74355.0
session_801,New,Calculator,4,129,Mobile,Northeast,Google,True,True,False,False,calculator,Home Equity,0.53,38103,734,603.0,43571.0
session_802,Returning,Contact,3,313,Mobile,Midwest,Direct,False,False,True,True,review,Home Equity,0.46,70112,720,1217.0,96785.0
session_803,New,Learn,4,556,Desktop,Midwest,Google,False,False,False,False,review,Home Equity,0.57,30301,684,1200.0,116797.0
session_804,Returning,Calculator,3,413,Tablet,Midwest,Other,True,False,False,True,none,Purchase,0.36,29401,658,1171.0,91950.0
session_805,Returning,Contact,3,584,Tablet,South,Facebook,True,False,True,False,review,Home Equity,0.19,73301,655,1151.0,63813.0
session_806,Returning,Contact,4,830,Mobile,West,Facebook,True,True,False,True,start_app,Home Equity,0.07,29401,726,1173.0,86114.0
session_807,New,Rates,2,216,Mobile,Northeast,Other,True,False,True,False,start_app,Other,0.61,33601,761,1307.0,50847.0
session_808,Returning,Contact,9,37,Desktop,Midwest,Email,False,False,False,True,start_app,Purchase,0.38,32202,668,1182.0,111449.0
session_809,Returning,Home,2,653,Tablet,Northeast,Other,True,True,False,False,calculator,Other,0.88,73301,722,1604.0,87046.0
session_810,Returning,Rates,5,574,Desktop,Midwest,Other,False,True,True,True,start_app,Other,0.22,70112,595,1680.0,40796.0
session_811,New,Rates,5,448,Mobile,West,Email,True,False,True,True,calculator,Home Equity,0.31,70112,670,1045.0,77483.0
session_812,New,Calculator,7,119,Mobile,Midwest,Email,False,False,True,False,none,Other,0.97,30301,698,2136.0,96583.0
session_813,Returning,Learn,5,525,Desktop,Northeast,Direct,False,False,False,False,none,Refinance,0.56,33601,654,1010.0,76674.0
session_814,Returning,Calculator,7,690,Desktop,Midwest,Direct,False,False,False,False,start_app,Refinance,0.35,75201,653,691.0,78103.0
session_815,New,Home,5,753,Tablet,Northeast,Direct,False,True,False,False,calculator,Refinance,0.86,33601,666,1690.0,54390.0
session_816,Returning,Rates,3,145,Desktop,Midwest,Email,False,True,False,False,start_app,Other,0.74,32202,714,1091.0,99164.0
session_817,Returning,Rates,2,714,Tablet,Northeast,Google,False,False,False,True,review,Refinance,0.57,29401,690,1661.0,68788.0
session_818,Returning,Contact,5,49,Tablet,Midwest,Other,True,True,False,True,calculator,Purchase,0.89,70112,588,300.0,31089.0
session_819,New,Learn,7,161,Desktop,West,Direct,False,False,True,False,calculator,Refinance,0.09,29401,593,2196.0,75719.0
session_820,Returning,Learn,6,321,Desktop,Midwest,Google,False,False,False,False,calculator,Refinance,0.39,29401,669,1836.0,109529.0
session_821,Returning,Contact,4,383,Tablet,South,Other,True,False,True,False,calculator,Other,0.81,29401,722,750.0,75327.0
session_822,New,Home,7,266,Desktop,Northeast,Google,False,False,False,False,review,Purchase,0.39,70112,562,761.0,128450.0
session_823,Returning,Learn,4,618,Tablet,Midwest,Facebook,True,True,True,False,start_app,Other,0.93,37201,675,2336.0,95724.0
session_824,New,Rates,6,252,Tablet,South,Facebook,False,False,True,True,none,Purchase,0.15,32202,673,1131.0,93469.0
session_825,New,Home,4,465,Mobile,Northeast,Other,False,True,False,True,submit,Purchase,0.34,32202,769,1083.0,81790.0
session_826,New,Calculator,7,667,Tablet,Midwest,Google,False,False,True,True,submit,Other,0.43,73301,680,367.0,83293.0
session_827,Returning,Calculator,5,68,Mobile,Midwest,Google,True,True,False,False,calculator,Refinance,0.69,33601,719,1325.0,78414.0
session_828,Returning,Home,4,356,Desktop,West,Email,False,False,True,False,calculator,Home Equity,0.2,33601,707,1386.0,77443.0
session_829,Returning,Rates,4,238,Tablet,Midwest,Direct,False,True,True,False,none,Home Equity,0.01,38103,593,1858.0,98272.0
session_830,Returning,Calculator,7,135,Tablet,Northeast,Other,True,False,True,True,submit,Refinance,0.98,33601,738,800.0,61604.0
session_831,Returning,Rates,4,681,Desktop,South,Google,False,False,True,False,calculator,Home Equity,0.9,70112,710,740.0,58103.0
session_832,Returning,Contact,6,278,Desktop,Midwest,Direct,False,False,True,False,review,Home Equity,0.3,75201,725,1725.0,56920.0
session_833,Returning,Learn,3,596,Desktop,South,Other,False,True,True,False,submit,Purchase,0.48,30301,850,2003.0,136141.0
session_834,Returning,Home,8,659,Tablet,Northeast,Google,True,True,True,True,review,Other,0.49,38103,595,714.0,98259.0
session_835,New,Learn,3,891,Desktop,Northeast,Facebook,False,True,False,True,none,Other,0.87,30301,786,2041.0,92612.0
session_836,Returning,Contact,4,717,Desktop,Midwest,Google,False,False,False,True,none,Refinance,0.6,32202,685,1519.0,58562.0
session_837,Returning,Calculator,3,383,Mobile,West,Facebook,False,False,False,True,submit,Refinance,0.83,30301,714,2046.0,100584.0
session_838,New,Rates,6,499,Mobile,Midwest,Facebook,False,True,False,True,start_app,Other,0.91,30301,697,1465.0,82086.0
session_839,Returning,Rates,6,754,Tablet,West,Email,True,False,True,True,submit,Home Equity,0.57,38103,678,300.0,90354.0
session_840,New,Contact,4,294,Desktop,Midwest,Email,False,False,True,False,review,Refinance,0.29,73301,671,1424.0,60584.0
session_841,Returning,Home,4,681,Desktop,South,Direct,False,True,False,False,start_app,Purchase,0.5,29401,716,2030.0,89007.0
session_842,Returning,Learn,3,493,Mobile,West,Other,True,True,False,False,review,Other,0.85,33601,624,1053.0,74404.0
session_843,New,Calculator,5,866,Tablet,West,Direct,False,False,True,True,review,Home Equity,0.58,33601,737,1306.0,65860.0
session_844,New,Home,4,880,Desktop,South,Email,True,True,False,True,review,Purchase,0.9,70112,679,1412.0,103353.0
session_845,Returning,Contact,4,470,Tablet,Midwest,Direct,True,False,True,True,calculator,Other,0.9,38103,643,300.0,46557.0
session_846,New,Contact,4,313,Mobile,Northeast,Other,True,False,False,True,start_app,Other,0.37,70112,677,2336.0,99119.0
session_847,Returning,Rates,3,814,Desktop,Northeast,Other,True,False,True,False,calculator,Home Equity,0.45,75201,762,1049.0,102112.0
session_848,Returning,Calculator,5,563,Mobile,Midwest,Google,False,True,False,False,calculator,Refinance,0.68,75201,673,1753.0,63009.0
session_849,Returning,Home,3,398,Mobile,South,Direct,False,False,False,True,review,Purchase,0.11,70112,717,1457.0,64492.0
session_850,Returning,Rates,4,728,Mobile,Northeast,Email,False,True,False,True,none,Purchase,0.47,38103,663,2129.0,79424.0
session_851,Returning,Calculator,7,748,Desktop,South,Google,False,True,True,True,submit,Purchase,0.15,70112,737,1703.0,92051.0
session_852,Returning,Learn,1,688,Tablet,Midwest,Direct,True,True,False,False,none,Other,0.85,33601,734,1383.0,81179.0
session_853,New,Learn,5,524,Desktop,South,Other,False,False,False,True,review,Home Equity,0.94,37201,792,1053.0,95839.0
session_854,New,Rates,5,183,Mobile,South,Email,True,True,True,False,submit,Home Equity,0.14,30301,691,1899.0,129074.0
session_855,New,Home,6,649,Tablet,South,Direct,False,False,True,False,submit,Other,0.67,37201,733,563.0,72307.0
session_856,Returning,Calculator,4,345,Mobile,Northeast,Other,False,False,False,True,review,Purchase,0.64,38103,704,1823.0,42121.0
session_857,New,Learn,3,329,Desktop,South,Other,True,True,True,True,calculator,Purchase,0.76,37201,764,950.0,105648.0
session_858,Returning,Learn,5,469,Tablet,West,Direct,False,True,True,True,submit,Home Equity,0.7,75201,664,2126.0,127083.0
session_859,New,Home,6,840,Desktop,South,Direct,False,True,True,False,submit,Refinance,0.22,32202,737,1581.0,94819.0
session_860,Returning,Rates,5,180,Tablet,South,Email,True,False,False,False,submit,Other,0.29,30301,690,1822.0,57806.0
session_861,Returning,Contact,3,435,Mobile,Midwest,Google,False,False,True,False,submit,Refinance,0.17,29401,696,1541.0,81903.0
session_862,Returning,Calculator,8,204,Mobile,South,Other,False,True,False,False,start_app,Purchase,0.92,38103,704,624.0,57037.0
session_863,Returning,Learn,7,84,Mobile,South,Google,False,False,True,False,calculator,Other,0.52,30301,712,1070.0,101071.0
session_864,Returning,Contact,6,808,Desktop,Northeast,Google,True,True,False,False,start_app,Other,0.98,37201,694,1836.0,51218.0
session_865,New,Home,1,340,Desktop,West,Other,False,False,True,True,start_app,Refinance,0.45,75201,710,1583.0,77497.0
session_866,Returning,Rates,2,183,Mobile,Midwest,Direct,True,False,True,True,review,Other,0.55,73301,778,2090.0,59892.0
session_867,New,Calculator,1,529,Mobile,West,Other,True,True,False,True,calculator,Home Equity,0.79,29401,749,1702.0,88171.0
session_868,Returning,Home,4,530,Tablet,South,Google,False,True,False,False,none,Refinance,0.8,30301,743,1017.0,75841.0
session_869,Returning,Rates,1,219,Tablet,Northeast,Email,False,False,False,True,calculator,Home Equity,0.23,75201,677,1102.0,89419.0
session_870,Returning,Home,3,535,Desktop,West,Other,True,False,False,True,none,Purchase,0.29,75201,655,1551.0,85559.0
session_871,New,Learn,6,178,Tablet,West,Email,False,True,False,True,submit,Refinance,0.1,37201,747,343.0,60334.0
session_872,Returning,Learn,2,37,Desktop,West,Direct,False,False,False,False,none,Other,0.81,33601,743,2337.0,100672.0
session_873,New,Contact,7,689,Desktop,West,Direct,True,True,False,True,none,Refinance,0.79,37201,773,1721.0,83781.0
session_874,Returning,Home,8,714,Tablet,West,Email,False,True,False,True,none,Home Equity,0.08,33601,669,2114.0,60287.0
session_875,New,Learn,3,622,Tablet,Northeast,Email,False,False,True,False,submit,Home Equity,0.26,33601,688,710.0,141023.0
session_876,New,Rates,7,620,Tablet,South,Other,True,True,False,True,submit,Purchase,0.45,29401,618,2122.0,96911.0
session_877,New,Contact,4,498,Mobile,Northeast,Direct,True,True,False,True,start_app,Other,0.54,37201,680,2616.0,81168.0
session_878,Returning,Calculator,5,350,Mobile,Northeast,Email,False,True,False,False,none,Other,0.52,73301,749,840.0,120380.0
session_879,Returning,Home,10,601,Tablet,Northeast,Facebook,False,True,True,True,calculator,Purchase,0.98,70112,676,1886.0,131045.0
session_880,New,Learn,6,480,Mobile,Northeast,Other,True,True,False,False,review,Home Equity,0.76,70112,732,1501.0,81366.0
session_881,Returning,Rates,6,636,Desktop,South,Other,False,True,True,False,start_app,Other,0.11,37201,690,728.0,93685.0
session_882,Returning,Home,2,853,Mobile,South,Facebook,True,False,True,True,none,Other,0.29,37201,716,1746.0,60300.0
session_883,Returning,Rates,4,157,Mobile,Northeast,Direct,False,True,True,False,start_app,Home Equity,0.35,29401,642,1917.0,81320.0
session_884,New,Contact,9,663,Mobile,West,Email,False,True,True,True,none,Purchase,0.32,37201,704,1199.0,80023.0
session_885,New,Learn,6,316,Desktop,South,Email,True,True,True,True,none,Home Equity,0.79,33601,550,2083.0,89621.0
session_886,Returning,Learn,2,882,Desktop,South,Direct,False,False,True,True,start_app,Other,0.36,75201,690,667.0,93319.0
session_887,New,Contact,5,116,Tablet,Northeast,Facebook,True,True,True,True,none,Refinance,0.49,75201,618,753.0,98996.0
session_888,Returning,Rates,6,110,Mobile,West,Facebook,False,False,True,True,none,Purchase,0.53,33601,760,1568.0,90941.0
session_889,Returning,Home,4,563,Mobile,West,Facebook,False,True,False,False,review,Refinance,0.27,38103,738,1513.0,54731.0
session_890,New,Rates,8,281,Desktop,Northeast,Other,True,True,True,False,calculator,Home Equity,0.32,33601,723,1142.0,61538.0
session_891,New,Home,5,219,Mobile,Northeast,Email,True,False,True,True,submit,Purchase,0.78,73301,776,1905.0,71340.0
